2,2,1.000000,12.000000,0.083333,1.000000,1.000000,5.632141
3,3,1.226223,13.247151,0.092565,1.557684,1.000000,4.074828
4,2,1.421505,14.788991,0.096119,1.555290,1.148595,3.473250
5,2,1.612629,17.682643,0.091198,1.850310,1.432185,2.943485
6,4,1.709976,16.268731,0.105108,1.969359,1.134923,2.432452
7,5,1.802497,18.404008,0.097940,1.996923,1.580863,2.089367
8,3,2.027363,15.860310,0.127826,2.284203,1.891362,1.790565
9,4,2.097423,22.520301,0.093135,2.233000,1.913687,1.855589
10,10,1.962451,17.288253,0.113514,2.076615,1.898249,1.416952
11,23,2.251614,20.629905,0.109143,2.412252,1.971604,1.383736
12,8,2.351649,19.348643,0.121541,2.492104,2.041320,1.309734
13,8,2.456196,17.145887,0.143253,2.740963,2.202245,1.128111
14,12,2.403216,22.301919,0.107758,2.654982,2.226636,1.146385
15,25,2.352486,20.405591,0.115286,2.743329,1.808899,1.003045
16,7,2.511162,22.177984,0.113228,2.828593,2.062777,1.013186
17,11,2.448915,19.179124,0.127687,2.660174,2.274489,0.873814
18,6,2.399461,21.440801,0.111911,2.565318,2.291713,0.904893
19,8,2.376377,19.834486,0.119810,3.056807,1.694869,0.814485
20,21,2.522278,22.778989,0.110728,2.945409,2.313870,0.787902
21,15,2.639175,21.039220,0.125441,2.939984,2.442983,0.759777
22,5,2.453560,19.557428,0.125454,2.979041,1.923003,0.768288
23,7,2.552880,21.048003,0.121288,2.917350,2.138362,0.673798
24,11,2.436028,18.175664,0.134027,2.782980,1.988137,0.993999
25,25,2.731862,22.834408,0.119638,3.030945,2.315179,0.606377
26,8,2.600255,22.728071,0.114407,3.076073,2.336925,0.697980
27,11,2.811160,18.269386,0.153873,2.889017,2.766637,0.603388
28,10,2.700343,20.308546,0.132966,3.230815,2.164878,0.547061
29,20,2.834380,18.234409,0.155441,2.929680,2.742821,0.639535
30,23,2.735672,21.021147,0.130139,3.357658,2.280032,0.511108
31,11,2.807860,23.139411,0.121345,3.114175,2.321066,0.538851
32,17,2.945136,23.238693,0.126734,3.309379,2.537999,0.493206
33,22,2.826540,23.178653,0.121946,3.382328,2.389879,0.451875
34,6,2.742346,19.719941,0.139065,3.189571,2.163667,0.577150
35,23,2.604210,21.975267,0.118506,2.969636,2.411463,0.606005
36,23,2.886241,21.326110,0.135338,3.273726,2.510562,0.441413
37,9,2.637208,21.995517,0.119898,2.966949,2.040232,0.545074
38,24,2.788878,23.842690,0.116970,3.169261,2.315038,0.624834
39,8,2.824030,21.423308,0.131820,3.185181,2.358027,0.419934
40,19,2.646341,21.600654,0.122512,2.886614,2.461120,0.690681
