2,2,1.000000,12.000000,0.083333,1.000000,1.000000,5.607194
3,3,1.270942,14.610329,0.086989,1.541906,1.000000,4.173763
4,2,1.487089,15.845104,0.093852,1.557747,1.330070,3.520669
5,2,1.686251,17.656799,0.095501,1.917893,1.411976,2.868293
6,4,1.705150,16.387451,0.104052,1.834273,1.496394,2.465903
7,2,1.864516,19.521521,0.095511,2.181643,1.518322,2.181357
8,2,1.957745,19.447599,0.100668,2.143008,1.546017,2.060720
9,5,2.056402,18.414266,0.111674,2.293155,1.689158,1.727345
10,4,2.172237,17.064812,0.127293,2.298848,1.953240,1.519392
