20,3,1.395145
21,3,1.476643
22,2,1.565671
23,4,1.533016
24,3,1.575478
25,5,1.609336
26,2,1.680280
27,6,1.678107
28,3,1.673412
29,6,1.754017
30,2,1.771165
31,3,1.793234
32,4,1.873384
33,5,1.809614
34,4,1.904371
35,4,1.900074
36,3,1.791871
37,7,1.771102
38,7,1.844264
39,5,1.885943
40,4,2.033366
41,4,1.971292
42,5,1.986919
43,3,1.952888
44,5,2.037809
45,7,2.128044
46,5,2.006171
47,7,2.084416
48,3,2.010918
49,13,2.087429
50,4,2.044436
51,5,2.111995
52,6,2.045964
53,16,2.163583
54,15,2.140163
55,15,1.877681
56,12,2.162609
57,16,1.808513
58,23,2.170297
59,12,2.271351
60,10,2.176176
61,4,2.347222
62,6,2.184710
63,9,2.208116
64,22,2.218184
65,10,2.354432
66,12,2.273076
67,13,2.337933
68,10,2.369880
69,5,2.218469
70,6,2.093083
