20,5,1.489399,58.820645,0.025321,1.837077,1.000000
21,4,1.511093,58.591378,0.025790,1.757847,1.388994
22,3,1.532667,59.494437,0.025762,1.922573,1.333575
23,3,1.539844,58.429881,0.026354,1.871117,1.287007
24,3,1.657089,61.460117,0.026962,1.923179,1.474392
25,7,1.661126,61.929386,0.026823,1.900775,1.427756
26,3,1.618988,59.776592,0.027084,1.918452,1.000000
27,2,1.686762,60.907084,0.027694,1.853689,1.401520
28,5,1.634051,60.076190,0.027200,2.199755,1.334596
29,3,1.755176,61.213415,0.028673,1.860657,1.473185
30,5,1.749701,61.762173,0.028330,2.169392,1.376869
31,4,1.803074,63.225801,0.028518,2.143072,1.314715
32,4,1.839830,63.734441,0.028867,2.098657,1.412618
33,3,1.835012,61.759374,0.029712,2.132340,1.538936
34,5,1.853265,62.892693,0.029467,2.089796,1.381299
35,5,1.813441,60.666775,0.029892,2.121325,1.478121
36,3,1.851674,63.808938,0.029019,2.323108,1.319202
37,5,1.898139,63.058007,0.030101,2.228631,1.488565
38,7,1.563442,3.303301,0.473297,2.186620,1.000000
39,3,1.984383,64.352873,0.030836,2.384619,1.621143
40,6,1.960728,63.361716,0.030945,2.380853,1.571990
41,5,1.912576,63.056213,0.030331,2.245815,1.615166
42,3,1.911422,62.505511,0.030580,2.364089,1.270785
43,3,2.069034,64.118945,0.032269,2.397212,1.815050
44,12,2.032181,65.146189,0.031194,2.378719,1.540206
45,8,2.033881,64.342749,0.031610,2.275690,1.727808
46,3,1.911528,61.051412,0.031310,2.307133,1.312463
47,4,2.154180,66.357153,0.032463,2.459250,1.863770
48,6,2.060919,64.977821,0.031717,2.529484,1.543573
49,5,2.042122,64.338910,0.031740,2.508012,1.492573
50,4,2.023790,65.138228,0.031069,2.401398,1.556904
51,4,2.074584,65.777872,0.031539,2.606760,1.562210
52,9,2.159236,68.178301,0.031670,2.396206,1.611060
53,4,2.163377,65.460555,0.033049,2.515831,1.765705
54,12,1.594072,7.888593,0.202073,3.074489,1.000000
55,22,1.907054,4.982700,0.382735,2.693661,1.000000
56,8,2.145611,65.411541,0.032802,2.435097,1.820661
57,9,2.263251,68.665508,0.032961,2.564923,1.873685
58,14,1.738604,4.333112,0.401237,2.631909,1.000000
59,5,2.185850,66.181977,0.033028,2.642488,1.770421
60,13,2.197940,66.797978,0.032904,2.532593,1.724239
61,6,2.203136,64.888837,0.033952,2.435366,1.772801
62,5,2.061868,64.529640,0.031952,2.533320,1.479379
63,7,2.241832,68.793344,0.032588,2.674277,1.577413
64,5,2.264999,65.853466,0.034395,2.560661,2.112599
65,23,2.129914,64.326672,0.033111,2.631126,1.490207
66,16,2.226566,66.007111,0.033732,2.659320,1.744609
67,6,2.407246,68.290127,0.035250,2.580530,1.767313
68,19,2.289294,67.099695,0.034118,2.726861,1.732676
69,12,1.829889,5.209247,0.351277,2.883432,1.000000
70,5,2.321334,68.093331,0.034090,2.871533,1.894571
