5,3,1.117233,20.768123,0.053796,1.468933,1.000000,4.089054
6,2,1.241091,21.629693,0.057379,1.515327,1.000000,3.447979
7,3,1.334833,22.571655,0.059138,1.879907,1.000000,3.127671
8,3,1.308462,21.723462,0.060233,1.913942,1.000000,2.567816
9,3,1.519596,23.638507,0.064285,1.863960,1.000000,2.520277
10,3,1.656724,25.114563,0.065967,1.841160,1.493199,2.242826
11,2,1.562172,23.495396,0.066488,1.723572,1.391264,2.026855
12,3,1.762526,25.275410,0.069733,1.971732,1.502944,1.911383
13,4,1.701976,23.220590,0.073296,1.925026,1.601013,1.734949
14,3,1.688376,24.057717,0.070180,2.120303,1.384476,1.752656
15,3,1.786531,24.110099,0.074099,1.959314,1.496528,1.667173
16,3,1.742335,24.557061,0.070950,2.374709,1.266229,1.465931
17,4,2.033561,25.808182,0.078795,2.145275,1.812256,1.404159
18,4,1.929923,25.060005,0.077012,2.266818,1.740397,1.308152
19,6,1.962341,25.630883,0.076562,2.299844,1.512949,1.200370
20,3,2.058523,24.576730,0.083759,2.233596,1.838899,1.168006
21,2,1.989914,24.623297,0.080814,2.308038,1.731141,1.076402
22,4,2.141854,27.162763,0.078853,2.307897,1.930596,1.078285
23,3,1.991443,25.482859,0.078148,2.426460,1.502886,1.051650
24,2,2.143106,25.577097,0.083790,2.478005,1.577827,1.006231
25,3,2.278037,27.381229,0.083197,2.490498,1.985983,0.970789
26,5,2.167982,26.367702,0.082221,2.505014,1.599936,0.949631
27,3,2.164084,25.838645,0.083754,2.339042,1.942305,0.901251
28,3,2.134617,25.168888,0.084812,2.783512,1.680685,0.834934
29,4,2.204119,25.823160,0.085354,2.300178,2.078156,0.802313
30,4,2.475745,28.029832,0.088325,2.552492,2.354050,0.873315
31,3,2.405691,27.296948,0.088130,2.580278,2.115946,0.821520
32,6,2.062357,24.932633,0.082717,2.526838,1.484436,0.714790
33,4,2.441338,26.938574,0.090626,2.711744,2.240911,0.784056
34,4,2.456864,27.653531,0.088844,2.756577,2.021746,0.784502
35,4,2.435426,28.203084,0.086353,2.729815,2.037259,0.788058
36,4,2.157209,25.882060,0.083348,2.461213,1.811726,0.700604
37,7,2.356919,26.440704,0.089140,2.684742,2.140700,0.660586
38,6,2.345801,26.989143,0.086916,2.576813,2.149228,0.634073
39,5,2.391325,26.575986,0.089981,2.543253,1.994932,0.664780
40,3,2.358495,26.672052,0.088426,2.888039,1.723302,0.637472
