5,2,1.129043,12.515518,0.090211,1.516174,1.000000,2.301808
6,2,1.243051,13.210812,0.094093,1.510653,1.000000,2.121799
7,2,1.365216,14.077917,0.096976,1.557728,1.000000,1.886953
8,3,1.381016,13.386686,0.103163,2.003871,1.000000,1.493062
9,2,1.529188,13.896861,0.110038,1.802464,1.000000,1.438163
10,3,1.559964,13.806344,0.112989,1.786858,1.396023,1.300277
11,2,1.571181,13.785318,0.113975,1.976701,1.274628,1.206890
12,3,1.677255,14.414412,0.116360,2.024746,1.412846,1.117524
13,3,1.775467,14.872431,0.119380,2.032094,1.428721,1.069720
14,3,1.772343,14.459678,0.122571,2.166336,1.498158,0.975059
15,3,1.860143,14.895529,0.124879,2.207325,1.353001,0.965890
16,5,1.890478,14.955579,0.126406,2.261305,1.454120,0.940711
17,3,1.847169,14.270920,0.129436,2.348658,1.433213,0.767956
18,4,1.952016,15.002735,0.130111,2.296049,1.428780,0.808779
19,5,1.926143,14.913553,0.129154,2.350437,1.464954,0.784149
20,3,1.808151,14.496278,0.124732,2.062330,1.615543,0.662880
21,4,1.951131,14.377565,0.135707,2.153582,1.828418,0.667239
22,5,1.931356,14.115382,0.136826,2.152377,1.601541,0.650065
23,4,2.047268,15.507108,0.132021,2.410410,1.698592,0.679805
24,3,2.086655,15.130363,0.137912,2.430709,1.633664,0.579401
25,4,1.944600,15.357164,0.126625,2.333670,1.565837,0.779619
26,4,2.007238,15.417041,0.130196,2.424454,1.545663,0.721571
27,4,1.964733,15.096428,0.130146,2.591717,1.448848,0.574011
28,5,2.244777,15.393055,0.145831,2.521165,1.908388,0.503631
29,4,2.072062,15.394746,0.134595,2.538901,1.683563,0.544550
30,4,2.263736,15.504765,0.146003,2.372126,2.136022,0.525121
31,4,2.246914,15.524829,0.144730,2.621340,1.837377,0.459817
32,5,2.251535,15.142745,0.148687,2.755507,1.861031,0.447550
33,5,2.217696,15.352021,0.144456,2.461133,1.811726,0.432684
34,3,2.301165,15.470851,0.148742,2.516400,1.840994,0.420823
35,4,2.046237,15.340729,0.133386,2.355206,1.665853,0.448643
36,4,2.379082,16.284675,0.146093,2.962869,1.847228,0.417062
37,5,2.336934,16.314416,0.143244,2.578063,2.058704,0.445101
38,7,2.576619,16.872822,0.152708,3.022013,1.907782,0.404983
39,4,2.260354,15.380656,0.146961,2.649192,1.486673,0.380509
40,3,2.299493,16.339813,0.140729,2.841348,1.755874,0.388000
